seed	replicate	model	label	factor	bits	value	predecessor	gap
20260909	4	upward_scan	RSA-140	1	231	2739372886140016426887010449617457014913649742548314453885339904529423	2739372886140016426887010449617457014913649742548314453885339904529279	144
20260909	4	upward_scan	RSA-140	2	232	5614332297270862179989201644107452634374118008649402269913551598966791	5614332297270862179989201644107452634374118008649402269913551598966491	300
20260909	4	upward_scan	RSA-150	1	248	355905655912930280050048394115475298518271395679594300887265979336269736179	355905655912930280050048394115475298518271395679594300887265979336269735483	696
20260909	4	upward_scan	RSA-150	2	248	369457194820235199532836966645986013197917512429148061298763244210873791583	369457194820235199532836966645986013197917512429148061298763244210873791469	114
20260909	4	upward_scan	RSA-160	1	265	49986129924083735002737084798015141174515262126167432319487790740925532836272781	49986129924083735002737084798015141174515262126167432319487790740925532836272241	540
20260909	4	upward_scan	RSA-160	2	265	57085942745777298991000571502930334777209608307161446140758253826983884765503223	57085942745777298991000571502930334777209608307161446140758253826983884765503073	150
20260909	4	upward_scan	RSA-170	1	281	3009841745054577838514832956967437712743401731752567271308356397819878582388008927031	3009841745054577838514832956967437712743401731752567271308356397819878582388008926419	612
20260909	4	upward_scan	RSA-170	2	282	5843994406788090371090710180726851548436871238469596507630383291134958597328613918869	5843994406788090371090710180726851548436871238469596507630383291134958597328613918053	816
20260909	4	upward_scan	RSA-180	1	298	505481268799403386493351774426353450911060915337232804413089239902402701054548827535872907	505481268799403386493351774426353450911060915337232804413089239902402701054548827535871467	1440
20260909	4	upward_scan	RSA-180	2	298	442160513875774393687073959718998827147809462675337520899303250087125409778033543665513097	442160513875774393687073959718998827147809462675337520899303250087125409778033543665512851	246
20260909	4	upward_scan	RSA-190	1	314	29526126376742094401642268554202312758231221515672831884372317434523568942480015537832696134303	29526126376742094401642268554202312758231221515672831884372317434523568942480015537832696133691	612
20260909	4	upward_scan	RSA-190	2	315	64827604892600678403135313751892167605420988726615328578842718264044173517549827753867866598761	64827604892600678403135313751892167605420988726615328578842718264044173517549827753867866595821	2940
20260909	4	upward_scan	RSA-200	1	331	3723281286708892956719519275677263877367571284256867479536898109361718338908487582553382779654997633	3723281286708892956719519275677263877367571284256867479536898109361718338908487582553382779654996931	702
20260909	4	upward_scan	RSA-200	2	332	7457109501524140119688612469192102454714831783849958651671898688667377511719878684671093401225232539	7457109501524140119688612469192102454714831783849958651671898688667377511719878684671093401225231117	1422
20260909	4	upward_scan	RSA-210	1	348	544003634340380110254327229703913320392023227990617128771310407075952038237293472072885243240540342528857	544003634340380110254327229703913320392023227990617128771310407075952038237293472072885243240540342527339	1518
20260909	4	upward_scan	RSA-210	2	348	513778055419128053035417890978918953836969262690842636136275798440941679868759623694670856949855560381257	513778055419128053035417890978918953836969262690842636136275798440941679868759623694670856949855560380549	708
20260909	4	upward_scan	RSA-220	1	364	34003762534357749779557088717665141231888517996471258323745636845647326760381561956716630111126546518801262271	34003762534357749779557088717665141231888517996471258323745636845647326760381561956716630111126546518801261137	1134
20260909	4	upward_scan	RSA-220	2	365	56910276836991537846181557151170206206264100910351766938103283726598756347011506168870678357872620279228513169	56910276836991537846181557151170206206264100910351766938103283726598756347011506168870678357872620279228512359	810
20260909	4	upward_scan	RSA-230	1	381	4128777593751382695970698799100157406632918180577339409387617192874858202209389421204820212486499829864161668609141	4128777593751382695970698799100157406632918180577339409387617192874858202209389421204820212486499829864161668608997	144
20260909	4	upward_scan	RSA-230	2	381	4747423334015763952249223093822746032968322118324808870700117200111720224872695327803226692866484878464320608879293	4747423334015763952249223093822746032968322118324808870700117200111720224872695327803226692866484878464320608876809	2484
20260909	4	upward_scan	RSA-240	1	397	295120857362840176816130930354098463693157002687946837601627414520243898311785432412024177785938861867910059324958317533	295120857362840176816130930354098463693157002687946837601627414520243898311785432412024177785938861867910059324958316591	942
20260909	4	upward_scan	RSA-240	2	398	512908166560363947717429994532805922938939891890645452054939057096973410354236373851317363291296647081449181922496034209	512908166560363947717429994532805922938939891890645452054939057096973410354236373851317363291296647081449181922496033573	636
20260909	4	upward_scan	RSA-250	1	414	35766546295991484164062636526887585054885808876633673964902445477566311850212340727420334699423284818486936767110842966521447	35766546295991484164062636526887585054885808876633673964902445477566311850212340727420334699423284818486936767110842966519797	1650
20260909	4	upward_scan	RSA-250	2	415	80198787374409859692125600197652960108930325260490537629513253825823080402462658322674412007548406195878838033227246671225307	80198787374409859692125600197652960108930325260490537629513253825823080402462658322674412007548406195878838033227246671221851	3456
20260909	4	upward_scan	RSA-260	1	431	5055745455145215771435535042062398315610838208356130621038450649229849458171083742151763059625377511898998795647345616273971652481	5055745455145215771435535042062398315610838208356130621038450649229849458171083742151763059625377511898998795647345616273971648959	3522
20260909	4	upward_scan	RSA-260	2	431	5158236234805274222725488173718333869613694979223210915750727285707311771683583865076587143696328093309815323970840639363873274821	5158236234805274222725488173718333869613694979223210915750727285707311771683583865076587143696328093309815323970840639363873274539	282
20260909	5	uniform_accepted	RSA-100	1	165	44252118149725642484062209294950069517283239250853	44252118149725642484062209294950069517283239250817	36
20260909	5	uniform_accepted	RSA-100	2	165	41716699435019260903897651219844683101882111136181	41716699435019260903897651219844683101882111136073	108
20260909	5	uniform_accepted	RSA-110	1	182	5929913209356083108244137405495149380665987838798629939	5929913209356083108244137405495149380665987838798629771	168
20260909	5	uniform_accepted	RSA-110	2	182	5254554900007443471269114522667506613931026873584433071	5254554900007443471269114522667506613931026873584433017	54
20260909	5	uniform_accepted	RSA-120	1	198	328075216889956917458169764854235937636384866401552492569221	328075216889956917458169764854235937636384866401552492569023	198
20260909	5	uniform_accepted	RSA-120	2	199	738130897033485182680197355499743562263911365157073777893599	738130897033485182680197355499743562263911365157073777893593	6
20260909	5	uniform_accepted	RSA-130	1	215	42365068549470234135536587175993602657874500386714262060586172563	42365068549470234135536587175993602657874500386714262060586172413	150
20260909	5	uniform_accepted	RSA-130	2	215	44709051715587138833428912631555283130017741424306598383559320361	44709051715587138833428912631555283130017741424306598383559320253	108
20260909	5	uniform_accepted	RSA-140	1	231	3223032693773557514774864753694044188973365729310663244838632617405651	3223032693773557514774864753694044188973365729310663244838632617405633	18
20260909	5	uniform_accepted	RSA-140	2	232	5511680908840790735919927673529725813477056526449533460931016719953227	5511680908840790735919927673529725813477056526449533460931016719952711	516
20260909	5	uniform_accepted	RSA-150	1	248	360884603141658140840009500161222010658050500622228723420691891392626134261	360884603141658140840009500161222010658050500622228723420691891392626134243	18
20260909	5	uniform_accepted	RSA-150	2	248	450570227301272038222719029689459343018093916327946306123887340315448127467	450570227301272038222719029689459343018093916327946306123887340315448127437	30
20260909	5	uniform_accepted	RSA-160	1	265	51733908568751028291311224859903492180195710543139116129775985541478347450439207	51733908568751028291311224859903492180195710543139116129775985541478347450439057	150
20260909	5	uniform_accepted	RSA-160	2	265	48585876428733526727827614668069710847896462707075138627650148343997083780824593	48585876428733526727827614668069710847896462707075138627650148343997083780823741	852
20260909	5	uniform_accepted	RSA-170	1	281	3442488418604048634878575505205557183994825809299449888636814947888607826626187207903	3442488418604048634878575505205557183994825809299449888636814947888607826626187207219	684
20260909	5	uniform_accepted	RSA-170	2	282	6117939936155876777196812735488257485713536053587679996077033699611146914203584522663	6117939936155876777196812735488257485713536053587679996077033699611146914203584522273	390
20260909	5	uniform_accepted	RSA-180	1	298	492941440715924340942310975422119228043660675273224199387187894265968857050593960774347533	492941440715924340942310975422119228043660675273224199387187894265968857050593960774346903	630
20260909	5	uniform_accepted	RSA-180	2	298	456416511126868233140415679327580210602456524796422288840181251375389744713572324616255781	456416511126868233140415679327580210602456524796422288840181251375389744713572324616255517	264
20260909	5	uniform_accepted	RSA-190	1	314	26788755962367930357367922083608031367223616709468564751807304244441974341948291947289071544239	26788755962367930357367922083608031367223616709468564751807304244441974341948291947289071544011	228
20260909	5	uniform_accepted	RSA-190	2	315	55564417126330220649654243202813255675615034322839323356776076938700211783971862243054203451397	55564417126330220649654243202813255675615034322839323356776076938700211783971862243054203451127	270
20260909	5	uniform_accepted	RSA-200	1	331	3403011465966223789560624889396670295293789468091948474587450046379213495587080182768153881873945053	3403011465966223789560624889396670295293789468091948474587450046379213495587080182768153881873945011	42
20260909	5	uniform_accepted	RSA-200	2	332	7954032017538629281717637920550020498614320815566049046726255512471782719401993428433786495047131993	7954032017538629281717637920550020498614320815566049046726255512471782719401993428433786495047130877	1116
20260909	5	uniform_accepted	RSA-210	1	348	518912641291990911239620122532336864637678234635487772397189979026018112164299409837072743377290198333733	518912641291990911239620122532336864637678234635487772397189979026018112164299409837072743377290198332077	1656
20260909	5	uniform_accepted	RSA-210	2	348	450904788351725088931699495354385899266974877716328323491655508631068419677861932358875468989049814231289	450904788351725088931699495354385899266974877716328323491655508631068419677861932358875468989049814230383	906
20260909	5	uniform_accepted	RSA-220	1	364	31758409566816185879718404573610951540364311662044712071141449773849232541880233863970806795478409896815476891	31758409566816185879718404573610951540364311662044712071141449773849232541880233863970806795478409896815476567	324
20260909	5	uniform_accepted	RSA-220	2	365	68600216716984866620874709146310108471689729442890952032636901731949643551201306339765271991495309626214022157	68600216716984866620874709146310108471689729442890952032636901731949643551201306339765271991495309626214022001	156
20260909	5	uniform_accepted	RSA-230	1	381	4137316372765556604268751399525027930025613847961564296458597417510612307394998327724160383275901191200323133420163	4137316372765556604268751399525027930025613847961564296458597417510612307394998327724160383275901191200323133419689	474
20260909	5	uniform_accepted	RSA-230	2	381	4552514208257651429252623551257415720817197772280372676996558594317123236532448643213164834471400806893567096707391	4552514208257651429252623551257415720817197772280372676996558594317123236532448643213164834471400806893567096706167	1224
20260909	5	uniform_accepted	RSA-240	1	397	254421464551221187390357123218937120765706137610278517848962253819534384077906896312067597769865185923396947365120150607	254421464551221187390357123218937120765706137610278517848962253819534384077906896312067597769865185923396947365120149839	768
20260909	5	uniform_accepted	RSA-240	2	398	597571805988497178883235068796830662994751859798675979304370700846512530791405513450933967675171451640374323894070589571	597571805988497178883235068796830662994751859798675979304370700846512530791405513450933967675171451640374323894070589313	258
20260909	5	uniform_accepted	RSA-250	1	414	41542676647559327015685468488858302204580681877687295858958149132344172044548951965473181558058295107187982134550218079731557	41542676647559327015685468488858302204580681877687295858958149132344172044548951965473181558058295107187982134550218079730951	606
20260909	5	uniform_accepted	RSA-250	2	415	65081339929837103557222934376746318870977579394047687616918399877477008191641690890558890465329783230318570929307342554125227	65081339929837103557222934376746318870977579394047687616918399877477008191641690890558890465329783230318570929307342554124333	894
20260909	5	uniform_accepted	RSA-260	1	431	4242828010280892137018189526514379940973238997377299437241537921718182059263636698914964650310991928463692244420977947550501673229	4242828010280892137018189526514379940973238997377299437241537921718182059263636698914964650310991928463692244420977947550501673091	138
20260909	5	uniform_accepted	RSA-260	2	431	4842238712973523476825620697408778096574717934704001549764686132307600661742498650978654982529649625480845699491673173662193745839	4842238712973523476825620697408778096574717934704001549764686132307600661742498650978654982529649625480845699491673173662193744153	1686
20260909	5	upward_scan	RSA-100	1	165	38060162193522783809714085602197959410863787719139	38060162193522783809714085602197959410863787718899	240
20260909	5	upward_scan	RSA-100	2	165	42717208115835147066933168274379828342494261081619	42717208115835147066933168274379828342494261081439	180
20260909	5	upward_scan	RSA-110	1	182	5838133683430555986737596676069789517924670596547085993	5838133683430555986737596676069789517924670596547085363	630
20260909	5	upward_scan	RSA-110	2	182	4617643549813823344361178768049837490712570263185339493	4617643549813823344361178768049837490712570263185338779	714
20260909	5	upward_scan	RSA-120	1	198	384803470225128824160303939425625979058361332099180005868741	384803470225128824160303939425625979058361332099180005868669	72
20260909	5	upward_scan	RSA-120	2	199	788319720743923339008041914134089007091332839647348439096837	788319720743923339008041914134089007091332839647348439096507	330
20260909	5	upward_scan	RSA-130	1	215	43700770213529204089947509541584938121780874610579473277397392631	43700770213529204089947509541584938121780874610579473277397391929	702
20260909	5	upward_scan	RSA-130	2	215	48157263285809075058839143185382119166028546562072019843588324997	48157263285809075058839143185382119166028546562072019843588324583	414
20260909	5	upward_scan	RSA-140	1	231	3093092891596977226159598958076610724209814302264226591787855015651871	3093092891596977226159598958076610724209814302264226591787855015651499	372
20260909	5	upward_scan	RSA-140	2	232	6856253582070045448325796102217504857332698763499321834758007533002361	6856253582070045448325796102217504857332698763499321834758007533001977	384
20260909	5	upward_scan	RSA-150	1	248	437443094061422944103596482875165982435033346422030446423856605892865667231	437443094061422944103596482875165982435033346422030446423856605892865665431	1800
20260909	5	upward_scan	RSA-150	2	248	368667060893597943682771049178394820189294093447434432363456929039777172067	368667060893597943682771049178394820189294093447434432363456929039777171533	534
20260909	5	upward_scan	RSA-160	1	265	50623425616446918533841152219633754726508142569206626721840609337202333057480951	50623425616446918533841152219633754726508142569206626721840609337202333057480561	390
20260909	5	upward_scan	RSA-160	2	265	47809578107752145197281239072441685612176180222220332276298253715808482325356663	47809578107752145197281239072441685612176180222220332276298253715808482325355979	684
20260909	5	upward_scan	RSA-170	1	281	3690492068815971981895825677791654197776891027000759365020050870945624958828306707851	3690492068815971981895825677791654197776891027000759365020050870945624958828306707161	690
20260909	5	upward_scan	RSA-170	2	282	6654692187146367018090914108671785508305004649586863343880017255191656136965813985423	6654692187146367018090914108671785508305004649586863343880017255191656136965813985147	276
20260909	5	upward_scan	RSA-180	1	298	384177391824134030077371580657041445504495227747745163430415035379818125297257397390880749	384177391824134030077371580657041445504495227747745163430415035379818125297257397390879069	1680
20260909	5	upward_scan	RSA-180	2	298	449349769878832296775950932651662176538755155004504747571793060449484004757076909103982679	449349769878832296775950932651662176538755155004504747571793060449484004757076909103982139	540
20260909	5	upward_scan	RSA-190	1	314	26556928159384694921827578831735311459730817739442121059332313648920824938947216273935027255919	26556928159384694921827578831735311459730817739442121059332313648920824938947216273935027254203	1716
20260909	5	upward_scan	RSA-190	2	315	65354269504043133472965094712423209607174824401617572818389689547609400646812326766912843000713	65354269504043133472965094712423209607174824401617572818389689547609400646812326766912843000041	672
20260909	5	upward_scan	RSA-200	1	331	3438668552775324523522409457367440469546524418182551236232080761368776181785761000163385509626043061	3438668552775324523522409457367440469546524418182551236232080761368776181785761000163385509626042593	468
20260909	5	upward_scan	RSA-200	2	332	7448544297456448458825763378981586677083824412162311815108714219674326396645992063323765520117078541	7448544297456448458825763378981586677083824412162311815108714219674326396645992063323765520117078433	108
20260909	5	upward_scan	RSA-210	1	348	452903528997887396699518588276151924862493903286537413699459685393184425257102499172421983826629114063737	452903528997887396699518588276151924862493903286537413699459685393184425257102499172421983826629114062579	1158
20260909	5	upward_scan	RSA-210	2	348	556310339812227255566897705008356150511566755717880458359682840282351143212388340651617708711227125132219	556310339812227255566897705008356150511566755717880458359682840282351143212388340651617708711227125132123	96
20260909	5	upward_scan	RSA-220	1	364	28939829822106759544528479726908736664193688831975916859231922633599998169633507794378406627299208926489180259	28939829822106759544528479726908736664193688831975916859231922633599998169633507794378406627299208926489179839	420
20260909	5	upward_scan	RSA-220	2	365	65472986280271197368612164471752893037588437623884820585095494181909436387203981883312576604974407925809395111	65472986280271197368612164471752893037588437623884820585095494181909436387203981883312576604974407925809394667	444
20260909	5	upward_scan	RSA-230	1	381	4598217991799537441652406548179762400497222345850086006436118428062413281363247675881263968489727850987399341199731	4598217991799537441652406548179762400497222345850086006436118428062413281363247675881263968489727850987399341198891	840
20260909	5	upward_scan	RSA-230	2	381	4174207274489560292276897162780765231037194487263017853747302481144229358466354961035693259455563255927793773753421	4174207274489560292276897162780765231037194487263017853747302481144229358466354961035693259455563255927793773752713	708
20260909	5	upward_scan	RSA-240	1	397	248981736539522420607550680219879319563302783438938621836397560330923043929207049951212805373273492429854765577526604803	248981736539522420607550680219879319563302783438938621836397560330923043929207049951212805373273492429854765577526603447	1356
20260909	5	upward_scan	RSA-240	2	398	568446121312602399355467638748724085208803314112229787266001258809161441531811585324528132595923923625346322551073172701	568446121312602399355467638748724085208803314112229787266001258809161441531811585324528132595923923625346322551073172551	150
20260909	5	upward_scan	RSA-250	1	414	37215953253750899679193929382722872129184970391762566045380719915714461814399078224735383071366860384360757801955144410270243	37215953253750899679193929382722872129184970391762566045380719915714461814399078224735383071366860384360757801955144410269661	582
20260909	5	upward_scan	RSA-250	2	415	81687124378792917913920068030857515767220919178186633707913940426610432626932369975687868495946589206482483210069443868634391	81687124378792917913920068030857515767220919178186633707913940426610432626932369975687868495946589206482483210069443868633887	504
20260909	5	upward_scan	RSA-260	1	431	4547130405646177286119619519007948197252071109311467305382108739514073358009836348582082180357153643692982834523436662162083971727	4547130405646177286119619519007948197252071109311467305382108739514073358009836348582082180357153643692982834523436662162083971331	396
20260909	5	upward_scan	RSA-260	2	431	5176154366965615347240807225135537380318908504377866255017341635339039815644840878210023738053086473786392932957965084975059320321	5176154366965615347240807225135537380318908504377866255017341635339039815644840878210023738053086473786392932957965084975059318779	1542
20260909	6	uniform_accepted	RSA-100	1	165	35305934257609012581068338805892597370210367826353	35305934257609012581068338805892597370210367825807	546
20260909	6	uniform_accepted	RSA-100	2	165	37501412186212157299754681864554956595377045898613	37501412186212157299754681864554956595377045898421	192
20260909	6	uniform_accepted	RSA-110	1	182	5252898944018959503348284273385373369898330313436525541	5252898944018959503348284273385373369898330313436525301	240
20260909	6	uniform_accepted	RSA-110	2	182	4784173648190644358967411550122135039895558169765082023	4784173648190644358967411550122135039895558169765081819	204
20260909	6	uniform_accepted	RSA-120	1	198	320964306441739322643815165598197668543332850481305500516719	320964306441739322643815165598197668543332850481305500516461	258
20260909	6	uniform_accepted	RSA-120	2	199	623374112392596823919049415225847041843788250175108745760631	623374112392596823919049415225847041843788250175108745760499	132
20260909	6	uniform_accepted	RSA-130	1	215	49957483643831116320418053217170072671475903766640418360589915067	49957483643831116320418053217170072671475903766640418360589914803	264
20260909	6	uniform_accepted	RSA-130	2	215	50965903096921477188030828094928543349506641374424497697087747451	50965903096921477188030828094928543349506641374424497697087746953	498
20260909	6	uniform_accepted	RSA-140	1	231	2836138088201882048499034414290114618756175811333434736694794775229391	2836138088201882048499034414290114618756175811333434736694794775228419	972
20260909	6	uniform_accepted	RSA-140	2	232	6090858551969576193002088150218487805431298190024769360555004129389929	6090858551969576193002088150218487805431298190024769360555004129388933	996
20260909	6	uniform_accepted	RSA-150	1	248	351087156416148611397521971036457210583898117350118173491909918883691924619	351087156416148611397521971036457210583898117350118173491909918883691924601	18
20260909	6	uniform_accepted	RSA-150	2	248	356679284976285550037696036747970792193536232262697681456326516015312829389	356679284976285550037696036747970792193536232262697681456326516015312829131	258
20260909	6	uniform_accepted	RSA-160	1	265	57738409976285865675228478556986502578547619791604591451861229597731612018581641	57738409976285865675228478556986502578547619791604591451861229597731612018581527	114
20260909	6	uniform_accepted	RSA-160	2	265	47969595247290343899135090521033669071651009512003300713875659090320844464036513	47969595247290343899135090521033669071651009512003300713875659090320844464036219	294
20260909	6	uniform_accepted	RSA-170	1	281	3326813158503844388192606838729028014618448642989351816705233486199362269740463036793	3326813158503844388192606838729028014618448642989351816705233486199362269740463036523	270
20260909	6	uniform_accepted	RSA-170	2	282	7604228756536791222314556336906988687412652782803945729167715440478413520529731063559	7604228756536791222314556336906988687412652782803945729167715440478413520529731063307	252
20260909	6	uniform_accepted	RSA-180	1	298	481616958937928470901957945463731369752323359229692899059329858372065880492874225328348823	481616958937928470901957945463731369752323359229692899059329858372065880492874225328348619	204
20260909	6	uniform_accepted	RSA-180	2	298	434337602527400323393552755118044703668934158508860015091686409378483106395576415763544709	434337602527400323393552755118044703668934158508860015091686409378483106395576415763544523	186
20260909	6	uniform_accepted	RSA-190	1	314	29429967623748976246732556722645501753369745005042025008082205160371090507365785092725283891719	29429967623748976246732556722645501753369745005042025008082205160371090507365785092725283891521	198
20260909	6	uniform_accepted	RSA-190	2	315	60476320132219395896159016953951789432276609574853925198808562005486302197362361075259424356111	60476320132219395896159016953951789432276609574853925198808562005486302197362361075259424356093	18
20260909	6	uniform_accepted	RSA-200	1	331	3909553277149054842171076281395702988970631546937326303146469914372605084899458225431023412096404621	3909553277149054842171076281395702988970631546937326303146469914372605084899458225431023412096404579	42
20260909	6	uniform_accepted	RSA-200	2	332	8515471787134135416713694376105162444124498791049040029855165882525507333744257290959250856583453543	8515471787134135416713694376105162444124498791049040029855165882525507333744257290959250856583453051	492
20260909	6	uniform_accepted	RSA-210	1	348	504048706428207331932078291492392681582502502290388548349370877230531003862081479963789576374763104378769	504048706428207331932078291492392681582502502290388548349370877230531003862081479963789576374763104378589	180
20260909	6	uniform_accepted	RSA-210	2	348	505183692374678867741226369574032769918529117253822925844773141978657207199779415598460045849200662834957	505183692374678867741226369574032769918529117253822925844773141978657207199779415598460045849200662834303	654
20260909	6	uniform_accepted	RSA-220	1	364	35768827878580309953753132330265040581052883763213310729384183930808318480761810963127844310102058957077474687	35768827878580309953753132330265040581052883763213310729384183930808318480761810963127844310102058957077474489	198
20260909	6	uniform_accepted	RSA-220	2	365	61907551591787828007362915963494231578982866823395918223975778358958320962776290747795008166358454509377846941	61907551591787828007362915963494231578982866823395918223975778358958320962776290747795008166358454509377846419	522
20260909	6	uniform_accepted	RSA-230	1	381	4666175792594891919833529175874744681087877738945646732570671386222075050905101205330745972295362140627853104008519	4666175792594891919833529175874744681087877738945646732570671386222075050905101205330745972295362140627853104008399	120
20260909	6	uniform_accepted	RSA-230	2	381	3742003519113489246298116416626397558698963212794092344028502227808646685808420535612974919076755536121905151152621	3742003519113489246298116416626397558698963212794092344028502227808646685808420535612974919076755536121905151151523	1098
20260909	6	uniform_accepted	RSA-240	1	397	294591496608493521403301484656657297689686410609092606424456634425470266029355085717863932721482139016035889070441208479	294591496608493521403301484656657297689686410609092606424456634425470266029355085717863932721482139016035889070441208473	6
20260909	6	uniform_accepted	RSA-240	2	398	501264218860368382017176871939275703786863042165394070422955848099217735840616135969130719477898295283982933943723660073	501264218860368382017176871939275703786863042165394070422955848099217735840616135969130719477898295283982933943723659689	384
20260909	6	uniform_accepted	RSA-250	1	414	34450378964211482693627658019205836296990984192235640347419604243386560693732879152200931171563521616434385904677130045142183	34450378964211482693627658019205836296990984192235640347419604243386560693732879152200931171563521616434385904677130045141931	252
20260909	6	uniform_accepted	RSA-250	2	415	75429918765612033113743482288778610311914163153437888899301190828121955802377677784180233155614071237138655284835623387554313	75429918765612033113743482288778610311914163153437888899301190828121955802377677784180233155614071237138655284835623387553323	990
20260909	6	uniform_accepted	RSA-260	1	431	5142823216025113607911561970081928094614996559303288742404039367122160280330895854389516566748453552324527898266539179531661829601	5142823216025113607911561970081928094614996559303288742404039367122160280330895854389516566748453552324527898266539179531661829043	558
20260909	6	uniform_accepted	RSA-260	2	431	4448895447463477084124231200535593258686405136238665815567488058098009346658770847102533646977998022491656333969814865919538152253	4448895447463477084124231200535593258686405136238665815567488058098009346658770847102533646977998022491656333969814865919538152109	144
20260909	6	upward_scan	RSA-100	1	165	37558044262246177161119900867618745290259658270217	37558044262246177161119900867618745290259658269317	900
20260909	6	upward_scan	RSA-100	2	165	35406736445933614193842419789519955195586895442739	35406736445933614193842419789519955195586895442661	78
20260909	6	upward_scan	RSA-110	1	182	5038729994913397555038224308599764974074314023051312181	5038729994913397555038224308599764974074314023051311833	348
20260909	6	upward_scan	RSA-110	2	182	5851394200318937160391891567489431977600647609802489957	5851394200318937160391891567489431977600647609802489531	426
20260909	6	upward_scan	RSA-120	1	198	375577194265989960927562446881069840005657620611255836330271	375577194265989960927562446881069840005657620611255836329647	624
20260909	6	upward_scan	RSA-120	2	199	628937526163987461476492588746217434360247488300017978468611	628937526163987461476492588746217434360247488300017978468419	192
20260909	6	upward_scan	RSA-130	1	215	46540175270521097418724613971580157586531209014342467434696301601	46540175270521097418724613971580157586531209014342467434696300239	1362
20260909	6	upward_scan	RSA-130	2	215	41379488657724531921327479233740309984698838745926143280219888491	41379488657724531921327479233740309984698838745926143280219888467	24
20260909	6	upward_scan	RSA-140	1	231	3387913359504908122412528816567622660882702681332637424705457795250503	3387913359504908122412528816567622660882702681332637424705457795250251	252
20260909	6	upward_scan	RSA-140	2	232	5255357601263637354663325607054808811420182541360617248868663678710327	5255357601263637354663325607054808811420182541360617248868663678709889	438
20260909	6	upward_scan	RSA-150	1	248	389619063833484250946257902009258388910906761743706512462587588166116400893	389619063833484250946257902009258388910906761743706512462587588166116400077	816
20260909	6	upward_scan	RSA-150	2	248	427154262832422516136044412347537429431900506819059049326681683889262822379	427154262832422516136044412347537429431900506819059049326681683889262821311	1068
20260909	6	upward_scan	RSA-160	1	265	44565773046677821436413479009379706811772951911293921052250895725689596621051573	44565773046677821436413479009379706811772951911293921052250895725689596621050787	786
20260909	6	upward_scan	RSA-160	2	265	57231437616504989172180647472104249515146170107835142268534405411381877471007101	57231437616504989172180647472104249515146170107835142268534405411381877471006711	390
20260909	6	upward_scan	RSA-170	1	281	3346019691428387597697031994131362718964180298915273950630848650792759237737752883213	3346019691428387597697031994131362718964180298915273950630848650792759237737752883129	84
20260909	6	upward_scan	RSA-170	2	282	6114059234057005419895937027205524614704617018976896920152633293488224452897992474517	6114059234057005419895937027205524614704617018976896920152633293488224452897992474361	156
20260909	6	upward_scan	RSA-180	1	298	395083792214160008703508283992023141954771904862308931807698749636086305256961679532758109	395083792214160008703508283992023141954771904862308931807698749636086305256961679532757881	228
20260909	6	upward_scan	RSA-180	2	298	468774261854697841824393576574100196548808126193164860346215445764523097453971905989598519	468774261854697841824393576574100196548808126193164860346215445764523097453971905989598333	186
20260909	6	upward_scan	RSA-190	1	314	32276903013639617824068672050427073367932080992906482711251051588468836763711652524873231599537	32276903013639617824068672050427073367932080992906482711251051588468836763711652524873231598553	984
20260909	6	upward_scan	RSA-190	2	315	64109729642192644929238280774055366237035578474137448766829084338027897449115324481391992611063	64109729642192644929238280774055366237035578474137448766829084338027897449115324481391992610427	636
20260909	6	upward_scan	RSA-200	1	331	4055941849987165622167869278069969122953619513394223570927528449443150896666468366778099557410125733	4055941849987165622167869278069969122953619513394223570927528449443150896666468366778099557410124581	1152
20260909	6	upward_scan	RSA-200	2	332	7152879789734987803885415989959142157819254749313704034382607874202898504610877009790173475036960491	7152879789734987803885415989959142157819254749313704034382607874202898504610877009790173475036959753	738
20260909	6	upward_scan	RSA-210	1	348	529863038176034779278812594148893022703376083748892999939190635203742383735440720088316341832055075306241	529863038176034779278812594148893022703376083748892999939190635203742383735440720088316341832055075304267	1974
20260909	6	upward_scan	RSA-210	2	348	441902364186769569593945616541871448668699443426516060488804499743606050482997433804960448821673278413537	441902364186769569593945616541871448668699443426516060488804499743606050482997433804960448821673278412241	1296
20260909	6	upward_scan	RSA-220	1	364	31352228939831788955178840969651153385372269750463886379058678290152514081569772985506759514790101219318515059	31352228939831788955178840969651153385372269750463886379058678290152514081569772985506759514790101219318514729	330
20260909	6	upward_scan	RSA-220	2	365	65399979407511895833463667846899549237196822604831354576603906491831407433768390240220915526019323473016996949	65399979407511895833463667846899549237196822604831354576603906491831407433768390240220915526019323473016995977	972
20260909	6	upward_scan	RSA-230	1	381	4682063478172230541093759765829181100859831915050767895415739380401768915461291358390289139201421569218102920779329	4682063478172230541093759765829181100859831915050767895415739380401768915461291358390289139201421569218102920779203	126
20260909	6	upward_scan	RSA-230	2	381	3989298060008442832020003408112630214610172677714373295563194269316039450769584689134656230524301604758965830990479	3989298060008442832020003408112630214610172677714373295563194269316039450769584689134656230524301604758965830990083	396
20260909	6	upward_scan	RSA-240	1	397	257804874030131716612386383227312281237751762172305325254338753965642068235772146805545892574384004437707312924037364201	257804874030131716612386383227312281237751762172305325254338753965642068235772146805545892574384004437707312924037361549	2652
20260909	6	upward_scan	RSA-240	2	398	538703188930949313244597804925149405287076910861623548063241940642775415843002134318239001862375377065780898733557577041	538703188930949313244597804925149405287076910861623548063241940642775415843002134318239001862375377065780898733557575397	1644
